MedDRA Code	PT	SOC
10004788	Biopsy lip	Investigations
10004789	Biopsy lip abnormal	Investigations
10004790	Biopsy lip normal	Investigations
10004808	Biopsy oesophagus	Investigations
10004809	Biopsy oesophagus abnormal	Investigations
10004810	Biopsy oesophagus normal	Investigations
10004833	Biopsy palate	Investigations
10004834	Biopsy palate abnormal	Investigations
10004835	Biopsy palate normal	Investigations
10004848	Biopsy peritoneum	Investigations
10004849	Biopsy peritoneum abnormal	Investigations
10004850	Biopsy peritoneum normal	Investigations
10004859	Biopsy rectum	Investigations
10004860	Biopsy rectum abnormal	Investigations
10004861	Biopsy rectum normal	Investigations
10004865	Biopsy salivary gland	Investigations
10004866	Biopsy salivary gland abnormal	Investigations
10004867	Biopsy salivary gland normal	Investigations
10004879	Biopsy stomach	Investigations
10004880	Biopsy stomach abnormal	Investigations
10004881	Biopsy stomach normal	Investigations
10004891	Biopsy tongue	Investigations
10004892	Biopsy tongue abnormal	Investigations
10004893	Biopsy tongue normal	Investigations
10017793	Gastric lavage abnormal	Investigations
10017794	Gastric lavage normal	Investigations
10041202	Smear buccal	Investigations
10041203	Smear buccal abnormal	Investigations
10041204	Smear buccal normal	Investigations
10048814	Crystal deposit intestine	Investigations
10051449	Biopsy intestine	Investigations
10051470	Biopsy pancreas	Investigations
10053281	Biopsy small intestine	Investigations
10053282	Biopsy small intestine normal	Investigations
10053283	Biopsy small intestine abnormal	Investigations
10058371	Biopsy intestine abnormal	Investigations
10058374	Biopsy pancreas abnormal	Investigations
10058399	Biopsy intestine normal	Investigations
10058402	Biopsy pancreas normal	Investigations
10059525	Saliva analysis abnormal	Investigations
10059532	Saliva analysis	Investigations
10059533	Saliva analysis normal	Investigations
10063688	Gastric lavage test	Investigations
10065076	Biopsy gingival	Investigations
10067180	Anal pap smear abnormal	Investigations
10067181	Anal pap smear	Investigations
10067855	Gastric occult blood positive	Investigations
10074552	Retroperitoneal biopsy	Investigations
10075202	Intestinal intraepithelial lymphocytes increased	Investigations
10078906	Oral soft tissue biopsy	Investigations
10081196	Stomach content analysis	Investigations
10082977	Gastrointestinal tract biopsy	Investigations
10004111	Barium double contrast	Investigations
10004115	Barium enema	Investigations
10004116	Barium enema abnormal	Investigations
10004117	Barium enema normal	Investigations
10004118	Barium meal	Investigations
10004119	Barium meal abnormal	Investigations
10004120	Barium meal and follow through	Investigations
10004121	Barium meal and follow through abnormal	Investigations
10004122	Barium meal and follow through normal	Investigations
10004123	Barium meal normal	Investigations
10004124	Barium swallow	Investigations
10004125	Barium swallow abnormal	Investigations
10004126	Barium swallow normal	Investigations
10010007	Colonoscopy	Investigations
10010008	Colonoscopy abnormal	Investigations
10010011	Colonoscopy normal	Investigations
10014809	Endoscopy gastrointestinal	Investigations
10014810	Endoscopy large bowel abnormal	Investigations
10014811	Endoscopy large bowel normal	Investigations
10014816	Endoscopy small intestine	Investigations
10014817	Endoscopy small intestine abnormal	Investigations
10014818	Endoscopy small intestine normal	Investigations
10014819	Endoscopy upper gastrointestinal tract	Investigations
10014820	Endoscopy upper gastrointestinal tract abnormal	Investigations
10014821	Endoscopy upper gastrointestinal tract normal	Investigations
10023693	Laparoscopy	Investigations
10023694	Laparoscopy abnormal	Investigations
10023695	Laparoscopy normal	Investigations
10030222	Oesophagoscopy	Investigations
10030223	Oesophagoscopy abnormal	Investigations
10030224	Oesophagoscopy normal	Investigations
10036786	Proctoscopy	Investigations
10036787	Proctoscopy abnormal	Investigations
10036788	Proctoscopy normal	Investigations
10039426	Salivary scan	Investigations
10040669	Sigmoidoscopy	Investigations
10040670	Sigmoidoscopy abnormal	Investigations
10040671	Sigmoidoscopy normal	Investigations
10048210	X-ray with contrast upper gastrointestinal tract	Investigations
10052038	Ultrasound abdomen	Investigations
10052039	Ultrasound abdomen abnormal	Investigations
10052040	Ultrasound abdomen normal	Investigations
10052955	X-ray dental	Investigations
10053057	Oesophagogastroduodenoscopy	Investigations
10053058	Oesophagogastroscopy	Investigations
10053059	Oesophagram	Investigations
10053061	Oesophageal motility test	Investigations
10053067	Enteroclysis	Investigations
10053284	Proctosigmoidoscopy	Investigations
10053285	Proctosigmoidoscopy normal	Investigations
10053286	Proctosigmoidoscopy abnormal	Investigations
10053715	Defecography	Investigations
10053876	Computerised tomogram abdomen	Investigations
10056619	Rectal ultrasound	Investigations
10056620	Rectal ultrasound normal	Investigations
10056621	Rectal ultrasound abnormal	Investigations
10057798	Computerised tomogram abdomen abnormal	Investigations
10057800	Computerised tomogram abdomen normal	Investigations
10059691	X-ray with contrast lower gastrointestinal tract	Investigations
10059704	X-ray with contrast lower gastrointestinal tract normal	Investigations
10059705	X-ray with contrast lower gastrointestinal tract abnormal	Investigations
10059706	X-ray with contrast upper gastrointestinal tract normal	Investigations
10059707	X-ray with contrast upper gastrointestinal tract abnormal	Investigations
10061502	Scan abdomen abnormal	Investigations
10061582	X-ray gastrointestinal tract abnormal	Investigations
10061583	X-ray gastrointestinal tract	Investigations
10061584	X-ray gastrointestinal tract normal	Investigations
10061612	Abdominal X-ray	Investigations
10061686	Barium double contrast abnormal	Investigations
10061687	Barium double contrast normal	Investigations
10061839	Endoscopy large bowel	Investigations
10061860	Endoscopy gastrointestinal abnormal	Investigations
10061861	Endoscopy gastrointestinal normal	Investigations
10061904	Pancreatography	Investigations
10061936	Abdomen scan	Investigations
10061937	Abdomen scan normal	Investigations
10061945	Gastrointestinal scan	Investigations
10061955	Salivary gland scan abnormal	Investigations
10061956	Salivary gland scan normal	Investigations
10062144	Stomach scan	Investigations
10062145	Stomach scan abnormal	Investigations
10062146	Stomach scan normal	Investigations
10067016	Endoscopic ultrasound	Investigations
10067020	Endoscopic ultrasound abnormal	Investigations
10067021	Endoscopic ultrasound normal	Investigations
10070312	Herniography	Investigations
10071360	Capsule endoscopy	Investigations
10072163	Oesophagogastroduodenoscopy abnormal	Investigations
10072164	Oesophagogastroduodenoscopy normal	Investigations
10072165	Oesophagogastroscopy normal	Investigations
10072166	Oesophagogastroscopy abnormal	Investigations
10072381	Sialogram	Investigations
10072382	Sialogram normal	Investigations
10072383	Sialogram abnormal	Investigations
10074218	Intestinal transit time increased	Investigations
10074238	Intestinal transit time	Investigations
10074598	Intestinal transit time decreased	Investigations
10074723	Intestinal transit time normal	Investigations
10074724	Intestinal transit time abnormal	Investigations
10076371	Endoscopic swallowing evaluation abnormal	Investigations
10076372	Endoscopic swallowing evaluation	Investigations
10077359	Computerised tomogram intestine	Investigations
10078673	Ultrasound pancreas abnormal	Investigations
10078674	Ultrasound pancreas normal	Investigations
10079993	X-ray dental abnormal	Investigations
10079994	X-ray dental normal	Investigations
10080244	Peritoneal cancer index	Investigations
10080632	Ultrasound pancreas	Investigations
10082840	Computed tomographic gastrography	Investigations
10082934	Computerised tomogram pancreas	Investigations
10082935	Computerised tomogram pancreas normal	Investigations
10082936	Computerised tomogram pancreas abnormal	Investigations
10083121	Magnetic resonance imaging pancreas	Investigations
10083126	Magnetic resonance imaging abdominal	Investigations
10083132	Magnetic resonance imaging abdominal abnormal	Investigations
10083135	Magnetic resonance imaging abdominal normal	Investigations
10017782	Gastric emptying study	Investigations
10050703	Oesophageal manometry	Investigations
10053474	Anorectal manometry	Investigations
10058036	Nasogastric output high	Investigations
10059522	Gastric fluid analysis abnormal	Investigations
10059529	Gastric fluid analysis	Investigations
10059530	Gastric fluid analysis normal	Investigations
10060024	Gastric pH	Investigations
10060040	Gastric pH increased	Investigations
10060041	Gastric pH decreased	Investigations
10063566	Oesophageal pH	Investigations
10064172	Oesophageal pH increased	Investigations
10064173	Oesophageal pH decreased	Investigations
10065439	Hydrogen breath test	Investigations
10068611	Intra-abdominal pressure increased	Investigations
10072484	Hydrogen breath test normal	Investigations
10072485	Hydrogen breath test abnormal	Investigations
10072486	Nasogastric output normal	Investigations
10072487	Nasogastric output abnormal	Investigations
10072832	Intra-abdominal pressure monitoring	Investigations
10074173	Gastric residual assessment	Investigations
10074219	Gastrointestinal stoma output increased	Investigations
10074220	Gastrointestinal stoma output decreased	Investigations
10074221	Gastrointestinal stoma output abnormal	Investigations
10074680	SeHCAT test	Investigations
10076037	Swallow study abnormal	Investigations
10076217	Swallow study	Investigations
10079538	Electrogastrogram	Investigations
10079783	Gastric residual increased	Investigations
10016086	Faecal fat increased	Investigations
10047961	White blood cells stool	Investigations
10047962	White blood cells stool negative	Investigations
10047963	White blood cells stool positive	Investigations
10049939	Faecal volume increased	Investigations
10050248	Faecal volume decreased	Investigations
10059527	Stool analysis abnormal	Investigations
10059536	Stool analysis	Investigations
10059537	Stool analysis normal	Investigations
10061878	Occult blood	Investigations
10061879	Occult blood negative	Investigations
10061880	Occult blood positive	Investigations
10064828	Stool pH increased	Investigations
10064829	Stool pH decreased	Investigations
10064830	Pus in stool	Investigations
10069670	Faecal calprotectin	Investigations
10072480	Faecal calprotectin normal	Investigations
10072481	Faecal calprotectin abnormal	Investigations
10072482	Faecal calprotectin increased	Investigations
10072483	Faecal calprotectin decreased	Investigations
10080596	Faecal volume	Investigations
10084577	Stool DNA test	Investigations
10084578	Stool DNA test abnormal	Investigations
10084579	Stool DNA test false positive	Investigations
10084583	Stool DNA test negative	Investigations
10084584	Stool DNA test normal	Investigations
10084585	Stool DNA test false negative	Investigations
10084586	Stool DNA test positive	Investigations
10059524	Peritoneal fluid analysis abnormal	Investigations
10063062	Peritoneal fluid analysis	Investigations
10064772	Peritoneal equilibration test	Investigations
10067300	Peritoneal effluent leukocyte count increased	Investigations
10067301	Peritoneal effluent erythrocyte count increased	Investigations
10067303	Peritoneal effluent analysis	Investigations
10068255	Peritoneal effluent leukocyte count	Investigations
10068261	Peritoneal effluent erythrocyte count	Investigations
10068262	Peritoneal effluent specific gravity	Investigations
10068263	Peritoneal effluent platelet count	Investigations
10068624	Peritoneal fluid analysis normal	Investigations
10068883	Effective peritoneal surface area increased	Investigations
10068998	Peritoneal fluid protein increased	Investigations
10068999	Peritoneal fluid protein decreased	Investigations
10069000	Peritoneal fluid protein abnormal	Investigations
10069638	Peritoneal effluent abnormal	Investigations
10070441	Peritoneal permeability decreased	Investigations
10070442	Peritoneal permeability increased	Investigations
10072488	Peritoneal effluent normal	Investigations
10072489	Peritoneal equilibration test normal	Investigations
10072490	Peritoneal equilibration test abnormal	Investigations
10076036	Serum ascites albumin gradient	Investigations
10017411	Full blood count	Investigations
10017412	Full blood count abnormal	Investigations
10017413	Full blood count decreased	Investigations
10017414	Full blood count normal	Investigations
10052239	Full blood count increased	Investigations
10064196	Blood count	Investigations
10064197	Blood count normal	Investigations
10064198	Blood count abnormal	Investigations
10005565	Blood group A	Investigations
10005566	Blood group AB	Investigations
10005567	Blood group B	Investigations
10005568	Blood group O	Investigations
10005569	Blood grouping	Investigations
10010929	Coombs direct test	Investigations
10010931	Coombs direct test negative	Investigations
10010933	Coombs direct test positive	Investigations
10010934	Coombs indirect test	Investigations
10010936	Coombs indirect test negative	Investigations
10010938	Coombs indirect test positive	Investigations
10011412	Crossmatch	Investigations
10011413	Crossmatch compatible	Investigations
10011414	Crossmatch incompatible	Investigations
10039033	Rhesus antibodies	Investigations
10039035	Rhesus antibodies negative	Investigations
10039036	Rhesus antibodies positive	Investigations
10061089	Coombs test negative	Investigations
10061090	Coombs test positive	Investigations
10061786	Coombs test	Investigations
10070562	Kell blood group positive	Investigations
10074302	Anti A antibody positive	Investigations
10074303	Anti B antibody positive	Investigations
10074304	Anti B antibody	Investigations
10074305	Anti A antibody	Investigations
10076520	Rhesus antigen positive	Investigations
10076521	Rhesus antigen negative	Investigations
10078303	Anti Kell antibody test	Investigations
10078304	Anti Kell antibody test negative	Investigations
10078305	Anti Kell antibody test positive	Investigations
10078885	MNS system antibodies positive	Investigations
10079839	Indeterminable ABO blood type	Investigations
10080952	Rhesus antigen	Investigations
10000630	Activated partial thromboplastin time	Investigations
10000631	Activated partial thromboplastin time abnormal	Investigations
10000635	Activated partial thromboplastin time normal	Investigations
10000636	Activated partial thromboplastin time prolonged	Investigations
10000637	Activated partial thromboplastin time shortened	Investigations
10005136	Bleeding time	Investigations
10005139	Bleeding time normal	Investigations
10005140	Bleeding time prolonged	Investigations
10005141	Bleeding time shortened	Investigations
10005517	Blood fibrinogen	Investigations
10005518	Blood fibrinogen abnormal	Investigations
10005520	Blood fibrinogen decreased	Investigations
10005521	Blood fibrinogen increased	Investigations
10005522	Blood fibrinogen normal	Investigations
10005817	Blood thrombin	Investigations
10005818	Blood thrombin abnormal	Investigations
10005820	Blood thrombin decreased	Investigations
10005821	Blood thrombin increased	Investigations
10005822	Blood thrombin normal	Investigations
10005823	Blood thromboplastin	Investigations
10005824	Blood thromboplastin abnormal	Investigations
10005826	Blood thromboplastin decreased	Investigations
10005827	Blood thromboplastin increased	Investigations
10005828	Blood thromboplastin normal	Investigations
10007192	Capillary fragility abnormal	Investigations
10007194	Capillary fragility increased	Investigations
10007195	Capillary fragility normal	Investigations
10007198	Capillary permeability	Investigations
10007200	Capillary permeability increased	Investigations
10007201	Capillary permeability normal	Investigations
10009668	Clot retraction	Investigations
10009669	Clot retraction abnormal	Investigations
10009673	Clot retraction normal	Investigations
10009675	Clot retraction time prolonged	Investigations
10009676	Clot retraction time shortened	Investigations
10009736	Coagulation factor decreased	Investigations
10009743	Coagulation factor increased	Investigations
10009744	Coagulation factor IX level	Investigations
10009746	Coagulation factor IX level decreased	Investigations
10009748	Coagulation factor IX level increased	Investigations
10009750	Coagulation factor IX level normal	Investigations
10009751	Coagulation factor level normal	Investigations
10009752	Coagulation factor V level	Investigations
10009754	Coagulation factor V level decreased	Investigations
10009756	Coagulation factor V level increased	Investigations
10009758	Coagulation factor V level normal	Investigations
10009759	Coagulation factor VII level	Investigations
10009761	Coagulation factor VII level decreased	Investigations
10009763	Coagulation factor VII level increased	Investigations
10009765	Coagulation factor VII level normal	Investigations
10009766	Coagulation factor VIII level	Investigations
10009768	Coagulation factor VIII level decreased	Investigations
10009770	Coagulation factor VIII level increased	Investigations
10009772	Coagulation factor VIII level normal	Investigations
10009773	Coagulation factor X level	Investigations
10009775	Coagulation factor X level decreased	Investigations
10009776	Coagulation factor X level increased	Investigations
10009777	Coagulation factor XI level	Investigations
10009779	Coagulation factor XI level decreased	Investigations
10009780	Coagulation factor XI level increased	Investigations
10009781	Coagulation factor XII level	Investigations
10009783	Coagulation factor XII level decreased	Investigations
10009784	Coagulation factor XII level increased	Investigations
10009785	Coagulation factor XIII level	Investigations
10009787	Coagulation factor XIII level decreased	Investigations
10009788	Coagulation factor XIII level increased	Investigations
10009790	Coagulation time	Investigations
10009791	Coagulation time abnormal	Investigations
10009794	Coagulation time normal	Investigations
10009799	Coagulation time prolonged	Investigations
10009800	Coagulation time shortened	Investigations
10016574	Fibrin	Investigations
10016575	Fibrin abnormal	Investigations
10016577	Fibrin D dimer	Investigations
10016579	Fibrin D dimer decreased	Investigations
10016581	Fibrin D dimer increased	Investigations
10016583	Fibrin D dimer normal	Investigations
10016584	Fibrin decreased	Investigations
10016585	Fibrin degradation products	Investigations
10016588	Fibrin degradation products increased	Investigations
10016589	Fibrin degradation products normal	Investigations
10016591	Fibrin increased	Investigations
10016592	Fibrin normal	Investigations
10016603	Fibrinolysis	Investigations
10016604	Fibrinolysis abnormal	Investigations
10016606	Fibrinolysis decreased	Investigations
10016607	Fibrinolysis increased	Investigations
10016610	Fibrinolysis normal	Investigations
10022591	International normalised ratio	Investigations
10022592	International normalised ratio abnormal	Investigations
10022594	International normalised ratio decreased	Investigations
10022595	International normalised ratio increased	Investigations
10022596	International normalised ratio normal	Investigations
10035489	Plasmin increased	Investigations
10035490	Plasmin inhibitor decreased	Investigations
10035491	Plasmin inhibitor increased	Investigations
10035493	Plasminogen decreased	Investigations
10035495	Plasminogen increased	Investigations
10035496	Plasminogen normal	Investigations
10037005	Protein C decreased	Investigations
10037047	Prothrombin level	Investigations
10037048	Prothrombin level abnormal	Investigations
10037050	Prothrombin level decreased	Investigations
10037051	Prothrombin level increased	Investigations
10037052	Prothrombin level normal	Investigations
10037056	Prothrombin time	Investigations
10037057	Prothrombin time abnormal	Investigations
10037062	Prothrombin time normal	Investigations
10037063	Prothrombin time prolonged	Investigations
10037064	Prothrombin time ratio	Investigations
10037066	Prothrombin time ratio decreased	Investigations
10037068	Prothrombin time ratio increased	Investigations
10037070	Prothrombin time shortened	Investigations
10043539	Thrombin time	Investigations
10049013	Anti factor VIII antibody positive	Investigations
10049227	Bleeding time abnormal	Investigations
10049411	Anti-prothrombin antibody positive	Investigations
10049547	Antithrombin III decreased	Investigations
10050416	Protein C	Investigations
10050417	Protein S	Investigations
10050640	Antithrombin III	Investigations
10051115	Antithrombin III increased	Investigations
10051120	Protein S decreased	Investigations
10051319	Thrombin time abnormal	Investigations
10051389	Thrombin time normal	Investigations
10051390	Thrombin time prolonged	Investigations
10051391	Thrombin time shortened	Investigations
10051735	Protein S increased	Investigations
10051736	Protein S abnormal	Investigations
10051737	Protein S normal	Investigations
10053627	Circulating anticoagulant	Investigations
10053968	Thrombin-antithrombin III complex increased	Investigations
10053969	Thrombin-antithrombin III complex decreased	Investigations
10053970	Thrombin-antithrombin III complex	Investigations
10053971	Thrombin-antithrombin III complex normal	Investigations
10053972	Thrombin-antithrombin III complex abnormal	Investigations
10055165	Von Willebrand's factor multimers abnormal	Investigations
10055169	Von Willebrand's factor multimers test	Investigations
10055170	Von Willebrand's factor multimers normal	Investigations
10058745	Anti factor V antibody positive	Investigations
10058746	Anti factor VII antibody positive	Investigations
10058747	Anti factor X antibody positive	Investigations
10058748	Anti factor IX antibody positive	Investigations
10058749	Anti factor XI antibody positive	Investigations
10058750	Anti factor XII antibody positive	Investigations
10059618	Plasminogen activator inhibitor increased	Investigations
10059619	Plasminogen activator inhibitor decreased	Investigations
10059620	Plasminogen activator inhibitor	Investigations
10059684	Plasmin decreased	Investigations
10059744	Coagulation factor	Investigations
10059758	Russell's viper venom time normal	Investigations
10059759	Russell's viper venom time abnormal	Investigations
10059775	Russell's viper venom time	Investigations
10059980	Plasmin inhibitor	Investigations
10060192	Platelet factor 4	Investigations
10060219	Platelet factor 4 increased	Investigations
10060220	Platelet factor 4 decreased	Investigations
10060230	Protein C increased	Investigations
10060824	Plasminogen	Investigations
10061770	Coagulation factor IX level abnormal	Investigations
10061771	Coagulation factor V level abnormal	Investigations
10061772	Coagulation factor VII level abnormal	Investigations
10061773	Coagulation factor VIII level abnormal	Investigations
10061774	Coagulation factor X level abnormal	Investigations
10061775	Coagulation factor XI level abnormal	Investigations
10061776	Coagulation factor XII level abnormal	Investigations
10061777	Coagulation factor XIII level abnormal	Investigations
10061918	Prothrombin time ratio abnormal	Investigations
10062650	Ethanol gelation test positive	Investigations
10062651	Ethanol gelation test negative	Investigations
10062652	Ethanol gelation test	Investigations
10062658	Capillary fragility test	Investigations
10062702	Capillary fragility decreased	Investigations
10062723	Prekallikrein test	Investigations
10062725	Coagulation factor inhibitor assay	Investigations
10063218	Coagulation factor X level normal	Investigations
10063219	Coagulation factor XI level normal	Investigations
10063220	Coagulation factor XII level normal	Investigations
10063221	Coagulation factor XIII level normal	Investigations
10063245	Prothrombin consumption time prolonged	Investigations
10063246	Prothrombin consumption time shortened	Investigations
10063351	International normalised ratio fluctuation	Investigations
10063556	Coagulation test	Investigations
10063557	Coagulation test abnormal	Investigations
10063558	Coagulation test normal	Investigations
10063576	Circulating anticoagulant positive	Investigations
10063922	Anti factor VIII antibody negative	Investigations
10063923	Anti factor IX antibody negative	Investigations
10064606	Thromboxane increased	Investigations
10064607	Thromboxane decreased	Investigations
10065374	Von Willebrand's factor antigen increased	Investigations
10066358	Von Willebrand's factor antibody positive	Investigations
10067642	Activated protein C resistance test	Investigations
10067648	Activated protein C resistance test positive	Investigations
10068229	Anti factor VIII antibody test	Investigations
10068981	Von Willebrand's factor antigen decreased	Investigations
10068982	Von Willebrand's factor antigen normal	Investigations
10068983	Von Willebrand's factor activity abnormal	Investigations
10068984	Von Willebrand's factor activity normal	Investigations
10068985	Von Willebrand's factor activity test	Investigations
10068986	Von Willebrand's factor activity decreased	Investigations
10068987	Von Willebrand's factor activity increased	Investigations
10068988	Von Willebrand's factor antigen test	Investigations
10068989	Von Willebrand's factor antigen abnormal	Investigations
10071465	Anti-thrombin antibody	Investigations
10071477	Anti-complement antibody	Investigations
10072323	Anti factor X antibody negative	Investigations
10072334	Anti factor X antibody	Investigations
10072491	Prekallikrein test normal	Investigations
10072492	Prekallikrein test abnormal	Investigations
10072493	Prekallikrein increased	Investigations
10072494	Prekallikrein decreased	Investigations
10073164	Soluble fibrin monomer complex increased	Investigations
10073165	Soluble fibrin monomer complex	Investigations
10074490	ADAMTS13 activity increased	Investigations
10074491	ADAMTS13 activity decreased	Investigations
10074492	ADAMTS13 activity normal	Investigations
10074493	ADAMTS13 activity abnormal	Investigations
10074734	Thromboelastogram	Investigations
10075283	Activated partial thromboplastin time ratio	Investigations
10075284	Activated partial thromboplastin time ratio abnormal	Investigations
10075285	Activated partial thromboplastin time ratio decreased	Investigations
10075286	Activated partial thromboplastin time ratio fluctuation	Investigations
10075287	Activated partial thromboplastin time ratio increased	Investigations
10075288	Activated partial thromboplastin time ratio normal	Investigations
10075360	Anti factor IX antibody	Investigations
10076271	Anti factor V antibody	Investigations
10076767	ADAMTS13 inhibitor screen assay	Investigations
10076768	ADAMTS13 activity assay	Investigations
10076777	Anti factor VIII antibody increased	Investigations
10076778	Anti factor IX antibody increased	Investigations
10077668	Anti factor X activity	Investigations
10077669	Anti factor X activity normal	Investigations
10077670	Anti factor X activity abnormal	Investigations
10077671	Anti factor X activity increased	Investigations
10077674	Anti factor X activity decreased	Investigations
10077679	Factor Xa activity test	Investigations
10078667	Factor Xa activity abnormal	Investigations
10078676	Factor Xa activity decreased	Investigations
10078677	Factor Xa activity increased	Investigations
10078678	Factor Xa activity normal	Investigations
10078931	Anti factor Xa activity decreased	Investigations
10079648	Anti factor Xa assay normal	Investigations
10080829	Von Willebrand's factor antibody	Investigations
10082446	Prothrombin fragment 1.2	Investigations
10082979	Antithrombin III abnormal	Investigations
10083020	Prothrombin fragment 1.2 increased	Investigations
10084184	Prothrombin index	Investigations
10035467	Plasma viscosity	Investigations
10035468	Plasma viscosity abnormal	Investigations
10035470	Plasma viscosity decreased	Investigations
10035472	Plasma viscosity normal	Investigations
10039662	Schumm's test	Investigations
10039664	Schumm's test negative	Investigations
10039666	Schumm's test positive	Investigations
10048681	Anti-erythropoietin antibody positive	Investigations
10049184	Red blood cell sedimentation rate	Investigations
10049186	Red blood cell sedimentation rate abnormal	Investigations
10049187	Red blood cell sedimentation rate increased	Investigations
10049188	Red blood cell sedimentation rate decreased	Investigations
10049408	Red blood cell sedimentation rate normal	Investigations
10050648	Blood erythropoietin	Investigations
10050670	Blood erythropoietin normal	Investigations
10050671	Blood erythropoietin abnormal	Investigations
10051293	Blood viscosity increased	Investigations
10053076	Haematology test	Investigations
10053795	Blood erythropoietin increased	Investigations
10053796	Blood erythropoietin decreased	Investigations
10054836	Lactescent serum	Investigations
10056290	Glutathione decreased	Investigations
10057107	Blast cells present	Investigations
10057136	Blast cells absent	Investigations
10057755	Haematology test abnormal	Investigations
10057756	Haematology test normal	Investigations
10059023	Glutathione test	Investigations
10061700	Blast cells	Investigations
10062274	Blast cell count increased	Investigations
10062275	Blast cell count decreased	Investigations
10063061	Anti-erythropoietin antibody	Investigations
10068793	Anti-erythropoietin antibody negative	Investigations
10074727	Blood viscosity decreased	Investigations
10074728	Blood viscosity abnormal	Investigations
10078663	Nontherapeutic agent blood positive	Investigations
10078664	Nontherapeutic agent blood negative	Investigations
10080043	Serum colour abnormal	Investigations
10084686	Glutathione increased	Investigations
10035514	Platelet adhesiveness decreased	Investigations
10035515	Platelet adhesiveness increased	Investigations
10035517	Platelet aggregation decreased	Investigations
10035518	Platelet aggregation increased	Investigations
10035525	Platelet count	Investigations
10035526	Platelet count abnormal	Investigations
10035528	Platelet count decreased	Investigations
10035530	Platelet count normal	Investigations
10035538	Platelet morphology abnormal	Investigations
10050539	Mean platelet volume	Investigations
10050829	Heparin-induced thrombocytopenia test	Investigations
10050927	Platelet distribution width	Investigations
10051608	Platelet count increased	Investigations
10053771	White clot in blood present	Investigations
10055052	Mean platelet volume increased	Investigations
10055053	Mean platelet volume decreased	Investigations
10055070	Mean platelet volume normal	Investigations
10055071	Mean platelet volume abnormal	Investigations
10059906	Platelet morphology	Investigations
10060221	Platelet morphology normal	Investigations
10061539	Platelet function test abnormal	Investigations
10061540	Platelet function test normal	Investigations
10061601	Platelet aggregation abnormal	Investigations
10061684	Platelet function test	Investigations
10062083	Platelet adhesiveness abnormal	Investigations
10062085	Platelet aggregation normal	Investigations
10062235	Platelet adhesiveness	Investigations
10062236	Platelet adhesiveness normal	Investigations
10064782	Plateletcrit	Investigations
10064783	Plateletcrit increased	Investigations
10064784	Plateletcrit decreased	Investigations
10064785	Plateletcrit abnormal	Investigations
10064786	Plateletcrit normal	Investigations
10064806	Platelet distribution width increased	Investigations
10064807	Platelet distribution width decreased	Investigations
10068486	Platelet-large cell ratio	Investigations
10068487	Platelet-large cell ratio increased	Investigations
10068488	Platelet-large cell ratio decreased	Investigations
10069519	Platelet distribution width abnormal	Investigations
10069685	Thrombopoietin level abnormal	Investigations
10070664	Heparin-induced thrombocytopenia test positive	Investigations
10084286	Platelet aggregation test	Investigations
10016858	Foetal haemoglobin decreased	Investigations
10016859	Foetal haemoglobin increased	Investigations
10016860	Foetal haemoglobin normal	Investigations
10018837	Haematocrit	Investigations
10018838	Haematocrit decreased	Investigations
10018840	Haematocrit increased	Investigations
10018842	Haematocrit normal	Investigations
10018876	Haemoglobin	Investigations
10018877	Haemoglobin A absent	Investigations
10018878	Haemoglobin A present	Investigations
10018879	Haemoglobin abnormal	Investigations
10018881	Haemoglobin Barts absent	Investigations
10018882	Haemoglobin Barts present	Investigations
10018884	Haemoglobin decreased	Investigations
10018885	Haemoglobin electrophoresis abnormal	Investigations
10018886	Haemoglobin electrophoresis normal	Investigations
10018888	Haemoglobin increased	Investigations
10018890	Haemoglobin normal	Investigations
10018894	Haemoglobin S decreased	Investigations
10018895	Haemoglobin S increased	Investigations
10018896	Haemoglobin S normal	Investigations
10026989	Mean cell haemoglobin	Investigations
10026990	Mean cell haemoglobin concentration	Investigations
10026991	Mean cell haemoglobin concentration decreased	Investigations
10026992	Mean cell haemoglobin concentration increased	Investigations
10026994	Mean cell haemoglobin concentration normal	Investigations
10026995	Mean cell haemoglobin decreased	Investigations
10026996	Mean cell haemoglobin increased	Investigations
10026997	Mean cell haemoglobin normal	Investigations
10026999	Mean cell volume	Investigations
10027000	Mean cell volume abnormal	Investigations
10027002	Mean cell volume decreased	Investigations
10027004	Mean cell volume increased	Investigations
10027006	Mean cell volume normal	Investigations
10027131	Megaloblasts increased	Investigations
10038147	Red blood cell agglutination present	Investigations
10038150	Red blood cell count	Investigations
10038151	Red blood cell count abnormal	Investigations
10038153	Red blood cell count decreased	Investigations
10038155	Red blood cell count increased	Investigations
10038157	Red blood cell count normal	Investigations
10038160	Red blood cell Heinz bodies present	Investigations
10038161	Red blood cell hypochromic morphology present	Investigations
10038162	Red blood cell macrocytes present	Investigations
10038163	Red blood cell microcytes present	Investigations
10038165	Red blood cell nucleated morphology present	Investigations
10038167	Red blood cell punctate basophilia present	Investigations
10038168	Red blood cell rouleaux formation present	Investigations
10038169	Red blood cell schistocytes present	Investigations
10038170	Red blood cell sickled cells present	Investigations
10038171	Red blood cell target cells present	Investigations
10038787	Reticulocyte count	Investigations
10038788	Reticulocyte count abnormal	Investigations
10038790	Reticulocyte count decreased	Investigations
10038792	Reticulocyte count increased	Investigations
10038794	Reticulocyte count normal	Investigations
